序号,一级序号,二级序号,三级序号,二级产品类别,intended_use,grade,row_id
7,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24385,细胞角蛋白16（CK16）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1677
8,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24386,细胞角蛋白17（CK17）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1678
9,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24387,细胞角蛋白18（CK18）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1679
10,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24388,细胞角蛋白19（CK19）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1680
1,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24389,细胞角蛋白20（CK20）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1681
2,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24390,细胞角蛋白5/14抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1682
3,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24391,细胞角蛋白5/6抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1683
4,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24392,细胞角蛋白5（CK5）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1684
5,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24393,细胞角蛋白6（CK6）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1685
6,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24394,细胞角蛋白7（CK7）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1686
7,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24395,细胞角蛋白8/18抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1687
8,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24396,细胞角蛋白8（CK8）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1688
9,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24397,细胞角蛋白CAM5.2抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1689
10,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24398,细胞周期蛋白（Cyclin）D1蛋白抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1690
1,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24399,细胞周期蛋白E抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1691
2,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24400,细胞周期蛋白依赖性激酶4（CDK4）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1692
3,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24401,纤维蛋白原（Fibrinogen）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1693
4,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24402,纤维连接蛋白（Fibronectin）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1694
5,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24403,腺病毒（Adenovirus）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1695
6,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24404,小眼相关转录因子（MiTF）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1696
7,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24405,胸苷激酶1抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1697
8,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24406,胸苷磷酸化酶（TP）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1698
9,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24407,雄激素受体（AR）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1699
10,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24408,雄激素受体剪切变异体7（AR-V7）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1700
1,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24409,血管活性肠多肽（VIP）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1701
2,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24410,血管内皮生长因子（VEGF）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1702
3,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24411,血管内皮生长因子受体2（VEGFR2）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1703
4,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24412,血管内皮生长因子受体3（VEGFR3）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1704
5,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24413,血管性血友病因子（vWF）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1705
6,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24414,血小板衍生生长因子受体α（PDGFRα）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1706
7,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24415,血型糖蛋白A（Glycophorin A，CD235a）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1707
8,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24416,叶酸受体α（FRα）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1708
9,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24417,胰岛蛋白（Langerin）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1709
10,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24418,胰岛素（Insulin）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1710
1,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24419,胰高血糖素（Glucagon）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1711
2,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24420,乙型肝炎核心抗原（HBcAg）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1712
3,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24421,"抑制素α（Inhibin,alpha）抗体试剂",在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1713
4,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24422,易粘蛋白（MTDH）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1714
5,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24423,"隐伏膜蛋白（EBV,LMP-1）抗体试剂",在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1715
6,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24424,组织蛋白酶D（Cathepsin D）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1716
7,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24425,CLDN18抗体检测试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1717
8,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24426,Ber-EP4抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1718
9,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24427,表面活性蛋白B抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1719
10,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24428,层粘连蛋白-5-γ-2链抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1720
1,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24429,蛋白基因产物9.5（Protein Gene Product9.5）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1721
2,24,仅提供辅助诊断信息的免疫组化用单一抗体试剂,24430,促甲状腺激素（TSH）抗体试剂,在常规染色（如：HE染色）基础上进行免疫组织化学染色，为病理医师提供诊断的辅助信息，不得用于指导临床用药或伴随诊断。,Ⅰ,1722
